,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta,LEfSe,PFU,3.084842667,3.51E-11,6.19E-09,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta|s__Adineta_vaga,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta|s__Adineta_vaga,LEfSe,PFU,3.084842667,3.51E-11,6.19E-09,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Ostracoda,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Ostracoda,LEfSe,PFU,3.081581551,5.72E-08,1.18E-06,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo,LEfSe,Water,3.071733862,8.12E-09,2.67E-07,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo|g__Heterosigma akashiwo_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo|g__Heterosigma akashiwo_X sp.,LEfSe,Water,3.071733862,8.12E-09,2.67E-07,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales,LEfSe,PFU,3.065085423,1.53E-07,2.67E-06,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__Peritrichia_2|f__Sessilida|g__Vorticella,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__Peritrichia_2|f__Sessilida|g__Vorticella,LEfSe,PFU,3.063642791,1.06E-06,1.34E-05,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae,LEfSe,PFU,3.062888396,5.79E-05,0.000407346,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae,LEfSe,PFU,3.062208562,4.01E-10,2.80E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae|g__BD1-7 clade,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae|g__BD1-7 clade,LEfSe,PFU,3.057490523,6.41E-10,3.87E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia-Caballeronia-Paraburkholderia,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia-Caballeronia-Paraburkholderia,LEfSe,Water,3.053396355,3.51E-11,6.19E-09,***
k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptomonadales|f__Cryptomonadales_X|g__Cryptomonas,PFU - Water,k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptomonadales|f__Cryptomonadales_X|g__Cryptomonas,LEfSe,Water,3.042646962,4.62E-07,6.70E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylomonadaceae,LEfSe,PFU,3.042238522,5.82E-07,8.04E-06,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae,LEfSe,Water,3.038556776,1.93E-05,0.000156162,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Gastrotricha_XXX,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Gastrotricha_XXX,LEfSe,PFU,3.031467669,8.85E-09,2.83E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola,LEfSe,Water,3.031033297,3.96E-05,0.00029415,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,LEfSe,PFU,3.027685739,6.98E-05,0.000479053,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,LEfSe,PFU,3.027685739,6.98E-05,0.000479053,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium,LEfSe,Water,3.026309187,5.71E-09,2.05E-07,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Leotiomycetes|g__Leotiomycetes_X,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Leotiomycetes|g__Leotiomycetes_X,LEfSe,PFU,3.025112104,0.001085563,0.004798472,**
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14,LEfSe,Water,3.024840572,3.66E-09,1.44E-07,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales,LEfSe,Water,3.018744772,6.81E-09,2.40E-07,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata,LEfSe,Water,3.016121377,5.82E-07,8.04E-06,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata|g__Cryptomonas curvata_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata|g__Cryptomonas curvata_X sp.,LEfSe,Water,3.016121377,5.82E-07,8.04E-06,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Dinghuibacter,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Dinghuibacter,LEfSe,Water,3.01288966,1.38E-05,0.000115611,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida,LEfSe,PFU,3.003397479,7.44E-09,2.52E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae,LEfSe,PFU,3.003397479,7.44E-09,2.52E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae|g__Bodo,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae|g__Bodo,LEfSe,PFU,3.003397479,7.44E-09,2.52E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,LEfSe,PFU,3.00092911,0.000100947,0.000639243,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,LEfSe,PFU,3.00092911,0.000100947,0.000639243,***
k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Polyangia|o__Polyangiales,PFU - Water,k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Polyangia|o__Polyangiales,LEfSe,PFU,2.999090371,0.000163229,0.000961698,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,LEfSe,PFU,2.989261582,7.73E-10,4.48E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae,LEfSe,PFU,2.989045703,6.26E-08,1.24E-06,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Candidatus Aquiluna,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Candidatus Aquiluna,LEfSe,Water,2.984962151,4.29E-11,6.36E-09,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Chloroflexia,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Chloroflexia,LEfSe,Water,2.984915559,2.87E-11,6.03E-09,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SL56 marine group,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SL56 marine group,LEfSe,Water,2.981293028,5.77E-11,6.36E-09,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate,LEfSe,PFU,2.968073623,5.79E-05,0.000407346,***
k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio,PFU - Water,k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio,LEfSe,PFU,2.963152497,3.50E-08,7.98E-07,***
k__Eukaryota|p__Cercozoa,PFU - Water,k__Eukaryota|p__Cercozoa,LEfSe,PFU,2.948168604,6.16E-05,0.000429574,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa,LEfSe,PFU,2.948168604,6.16E-05,0.000429574,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Chthoniobacter,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Chthoniobacter,LEfSe,Water,2.937667865,2.87E-11,6.03E-09,***
k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Oligoflexia|o__0319-6G20,PFU - Water,k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Oligoflexia|o__0319-6G20,LEfSe,Water,2.935085915,4.22E-05,0.000310217,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga,LEfSe,PFU,2.921106088,0.000128578,0.000793619,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae,LEfSe,Water,2.918735678,2.71E-08,6.43E-07,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia,LEfSe,Water,2.918326223,6.26E-08,1.24E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia|s__Daphnia_pulex,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia|s__Daphnia_pulex,LEfSe,Water,2.918326223,6.26E-08,1.24E-06,***
k__Eukaryota|p__Discosea,PFU - Water,k__Eukaryota|p__Discosea,LEfSe,PFU,2.910292853,4.79E-05,0.000343137,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea,LEfSe,PFU,2.910292853,4.79E-05,0.000343137,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__PeM15,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__PeM15,LEfSe,Water,2.909399245,0.000484606,0.00245196,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Aquabacterium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Aquabacterium,LEfSe,PFU,2.907131929,0.002210592,0.008628946,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops,LEfSe,PFU,2.905309887,0.000287063,0.001591304,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops|s__Macrocyclops_albidus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops|s__Macrocyclops_albidus,LEfSe,PFU,2.905309887,0.000287063,0.001591304,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CCM19a,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CCM19a,LEfSe,PFU,2.905008047,4.40E-10,2.90E-08,***
k__Bacteria|p__Dependentiae,PFU - Water,k__Bacteria|p__Dependentiae,LEfSe,PFU,2.900906561,2.26E-10,1.72E-08,***
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae,LEfSe,PFU,2.900906561,2.26E-10,1.72E-08,***
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae,LEfSe,PFU,2.900906561,2.26E-10,1.72E-08,***
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales,LEfSe,PFU,2.900906561,2.26E-10,1.72E-08,***
k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1,PFU - Water,k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1,LEfSe,Water,2.888942295,0.000275865,0.001533089,**
k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1|g__Colpodellida_CHR1_X,PFU - Water,k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1|g__Colpodellida_CHR1_X,LEfSe,Water,2.888942295,0.000275865,0.001533089,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Kinetoplastea_X,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Kinetoplastea_X,LEfSe,PFU,2.881893248,8.70E-08,1.65E-06,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Kinetoplastea_X|f__Kinetoplastea_XX,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Kinetoplastea_X|f__Kinetoplastea_XX,LEfSe,PFU,2.881893248,8.70E-08,1.65E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus,LEfSe,Water,2.871777579,5.31E-08,1.10E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus|s__Pseudodiaptomus_inopinus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus|s__Pseudodiaptomus_inopinus,LEfSe,Water,2.871777579,5.31E-08,1.10E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae,LEfSe,PFU,2.863625546,3.13E-07,4.79E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas,LEfSe,PFU,2.862699154,7.73E-10,4.48E-08,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida,LEfSe,PFU,2.848467865,8.58E-06,7.95E-05,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae,LEfSe,PFU,2.848467865,8.58E-06,7.95E-05,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Basidiomycota|o__Agaricomycotina|f__Agaricomycetes,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Basidiomycota|o__Agaricomycotina|f__Agaricomycetes,LEfSe,PFU,2.847956606,2.47E-07,3.91E-06,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales,LEfSe,PFU,2.843210073,2.89E-07,4.44E-06,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Basidiomycota,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Basidiomycota,LEfSe,PFU,2.841466235,9.18E-07,1.17E-05,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Ostracoda|g__Ostracoda_X,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Ostracoda|g__Ostracoda_X,LEfSe,PFU,2.841229214,4.60E-08,9.95E-07,***
k__Eukaryota|p__Apusozoa_X,PFU - Water,k__Eukaryota|p__Apusozoa_X,LEfSe,PFU,2.84023978,0.000245857,0.001385217,**
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X,LEfSe,PFU,2.84023978,0.000245857,0.001385217,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__PLTA13,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__PLTA13,LEfSe,PFU,2.837016022,2.87E-11,6.03E-09,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida,LEfSe,PFU,2.82757343,1.62E-09,8.02E-08,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_X,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_X,LEfSe,PFU,2.825850679,4.58E-06,4.62E-05,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Chytridiomycetes_X,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Chytridiomycetes_X,LEfSe,PFU,2.824225988,0.000637347,0.002991253,**
k__Bacteria|p__Armatimonadota,PFU - Water,k__Bacteria|p__Armatimonadota,LEfSe,PFU,2.820237994,3.06E-09,1.26E-07,***
k__Bacteria|p__Armatimonadota|p__Bacteria_Armatimonadota,PFU - Water,k__Bacteria|p__Armatimonadota|p__Bacteria_Armatimonadota,LEfSe,PFU,2.820237994,3.06E-09,1.26E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales,LEfSe,PFU,2.815939427,3.49E-08,7.98E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales,LEfSe,PFU,2.805375778,0.000107275,0.000673448,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae,LEfSe,PFU,2.805375778,0.000107275,0.000673448,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Chloroflexia|o__Chloroflexales,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Chloroflexia|o__Chloroflexales,LEfSe,Water,2.799269469,2.87E-11,6.03E-09,***
k__Archaea|p__Nanoarchaeota,PFU - Water,k__Archaea|p__Nanoarchaeota,LEfSe,PFU,2.794608039,9.50E-05,0.000606589,***
k__Archaea|p__Nanoarchaeota|p__Archaea_Nanoarchaeota,PFU - Water,k__Archaea|p__Nanoarchaeota|p__Archaea_Nanoarchaeota,LEfSe,PFU,2.794608039,9.50E-05,0.000606589,***
k__Archaea|p__Nanoarchaeota|p__Archaea_Nanoarchaeota|c__Nanoarchaeia,PFU - Water,k__Archaea|p__Nanoarchaeota|p__Archaea_Nanoarchaeota|c__Nanoarchaeia,LEfSe,PFU,2.794608039,9.50E-05,0.000606589,***
