,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Porphyrobacter,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Porphyrobacter,LEfSe,PFU,2.448828687,3.96E-07,5.87E-06,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae|g__Blastopirellula,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae|g__Blastopirellula,LEfSe,PFU,2.446763977,3.06E-09,1.26E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas,LEfSe,PFU,2.442367064,0.001335591,0.00562173,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Spizellomycetales-and-Rhizophlyctidales,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Spizellomycetales-and-Rhizophlyctidales,LEfSe,PFU,2.442221495,0.000410131,0.002155764,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Hypotrichia|f__Urostylidae,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Hypotrichia|f__Urostylidae,LEfSe,PFU,2.43957183,0.001204598,0.005219924,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Sinantherina,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Sinantherina,LEfSe,Water,2.438954907,0.001720102,0.006971304,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Sinantherina|s__Sinantherina_socialis,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Sinantherina|s__Sinantherina_socialis,LEfSe,Water,2.438954907,0.001720102,0.006971304,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,LEfSe,PFU,2.436895537,0.000218931,0.001254656,**
k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Thermodesulfovibrionia,PFU - Water,k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Thermodesulfovibrionia,LEfSe,PFU,2.436536246,3.71E-05,0.000277095,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Cyanobacteriaceae|g__Annamia HOs24,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Cyanobacteriaceae|g__Annamia HOs24,LEfSe,Water,2.430770313,0.000309281,0.00166626,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae,LEfSe,PFU,2.419338824,1.53E-10,1.35E-08,***
k__Bacteria|p__MBNT15,PFU - Water,k__Bacteria|p__MBNT15,LEfSe,PFU,2.414746059,1.05E-05,9.24E-05,***
k__Bacteria|p__MBNT15|p__Bacteria_MBNT15,PFU - Water,k__Bacteria|p__MBNT15|p__Bacteria_MBNT15,LEfSe,PFU,2.414746059,1.05E-05,9.24E-05,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Cryptomycota|o__Cryptomycotina|f__Cryptomycotina_X|g__Cryptomycotina_XX,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Cryptomycota|o__Cryptomycotina|f__Cryptomycotina_X|g__Cryptomycotina_XX,LEfSe,PFU,2.41180268,0.00114365,0.00501499,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidetes vadinHA17,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidetes vadinHA17,LEfSe,PFU,2.397156527,5.39E-07,7.69E-06,***
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Trebouxiophyceae,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Trebouxiophyceae,LEfSe,PFU,2.396975855,0.001637839,0.00667711,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Cercomonadida,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Cercomonadida,LEfSe,PFU,2.389452242,0.000107275,0.000673448,***
k__Eukaryota|p__Choanoflagellida,PFU - Water,k__Eukaryota|p__Choanoflagellida,LEfSe,PFU,2.388439411,0.000749369,0.003425799,**
k__Eukaryota|p__Choanoflagellida|p__Eukaryota_Choanoflagellida,PFU - Water,k__Eukaryota|p__Choanoflagellida|p__Eukaryota_Choanoflagellida,LEfSe,PFU,2.388439411,0.000749369,0.003425799,**
k__Archaea|p__Euryarchaeota,PFU - Water,k__Archaea|p__Euryarchaeota,LEfSe,PFU,2.380045557,1.44E-06,1.70E-05,***
k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota,PFU - Water,k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota,LEfSe,PFU,2.380045557,1.44E-06,1.70E-05,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae|g__Korotnevella,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae|g__Korotnevella,LEfSe,PFU,2.376234127,1.84E-10,1.53E-08,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__Leptospira,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__Leptospira,LEfSe,Water,2.3731893,5.31E-08,1.10E-06,***
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae,LEfSe,Water,2.3718393,9.85E-06,8.73E-05,***
k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria,PFU - Water,k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria,LEfSe,PFU,2.370940409,2.00E-09,9.48E-08,***
k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria|o__Nitrospirales,PFU - Water,k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria|o__Nitrospirales,LEfSe,PFU,2.370940409,2.00E-09,9.48E-08,***
k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae,PFU - Water,k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae,LEfSe,PFU,2.370940409,2.00E-09,9.48E-08,***
k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira,PFU - Water,k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira,LEfSe,PFU,2.370940409,2.00E-09,9.48E-08,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__DEV007,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__DEV007,LEfSe,PFU,2.370786743,3.05E-09,1.26E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Neobodonida|f__Rhynchomonadidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Neobodonida|f__Rhynchomonadidae,LEfSe,PFU,2.367534464,3.44E-06,3.60E-05,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Neobodonida|f__Rhynchomonadidae|g__Rhynchomonas,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Neobodonida|f__Rhynchomonadidae|g__Rhynchomonas,LEfSe,PFU,2.367534464,3.44E-06,3.60E-05,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Lentimicrobiaceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Lentimicrobiaceae,LEfSe,PFU,2.365103884,5.79E-05,0.000407346,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae,LEfSe,Water,2.364961862,5.31E-08,1.10E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae,LEfSe,PFU,2.359190559,1.12E-09,6.25E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__Nitrosomonas,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__Nitrosomonas,LEfSe,PFU,2.3574298,2.89E-07,4.44E-06,***
k__Bacteria|p__Fibrobacterota|p__Bacteria_Fibrobacterota|c__Chitinivibrionia,PFU - Water,k__Bacteria|p__Fibrobacterota|p__Bacteria_Fibrobacterota|c__Chitinivibrionia,LEfSe,PFU,2.352938403,0.002103893,0.008263687,**
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria|o__Subgroup 17,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria|o__Subgroup 17,LEfSe,PFU,2.352518793,1.67E-05,0.000137693,***
k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Thermococci|o__Methanofastidiosales,PFU - Water,k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Thermococci|o__Methanofastidiosales,LEfSe,PFU,2.352196745,1.67E-05,0.000137693,***
k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Thermococci,PFU - Water,k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Thermococci,LEfSe,PFU,2.352196745,1.67E-05,0.000137693,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae,LEfSe,Water,2.34997219,2.13E-09,9.77E-08,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae|g__Terrimicrobium,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae|g__Terrimicrobium,LEfSe,Water,2.34997219,2.13E-09,9.77E-08,***
k__Bacteria|p__Fibrobacterota|p__Bacteria_Fibrobacterota|c__Chitinivibrionia|o__|f__|g__possible genus 02,PFU - Water,k__Bacteria|p__Fibrobacterota|p__Bacteria_Fibrobacterota|c__Chitinivibrionia|o__|f__|g__possible genus 02,LEfSe,PFU,2.349108007,0.002439009,0.009420433,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__OLIGO4,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__OLIGO4,LEfSe,PFU,2.344603912,1.60E-09,8.02E-08,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__OLIGO4|f__OLIGO4_X,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__OLIGO4|f__OLIGO4_X,LEfSe,PFU,2.344603912,1.60E-09,8.02E-08,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__OLIGO4|f__OLIGO4_X|g__OLIGO4_XX,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__OLIGO4|f__OLIGO4_X|g__OLIGO4_XX,LEfSe,PFU,2.344603912,1.60E-09,8.02E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Roseomonas,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Roseomonas,LEfSe,PFU,2.34273674,0.000541068,0.002685231,**
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Aminicenantia,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Aminicenantia,LEfSe,PFU,2.341755037,3.80E-08,8.46E-07,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Aminicenantia|o__Aminicenantales,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Aminicenantia|o__Aminicenantales,LEfSe,PFU,2.341755037,3.80E-08,8.46E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Holosporales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Holosporales,LEfSe,PFU,2.339969066,7.48E-06,7.08E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae,LEfSe,PFU,2.339969066,7.48E-06,7.08E-05,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia,LEfSe,PFU,2.33868683,9.67E-09,2.96E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia|o__Syntrophales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia|o__Syntrophales,LEfSe,PFU,2.33868683,9.67E-09,2.96E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Peranemidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Peranemidae,LEfSe,PFU,2.33086719,8.40E-11,8.42E-09,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Peranemidae|g__Peranema,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Peranemidae|g__Peranema,LEfSe,PFU,2.33086719,8.40E-11,8.42E-09,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Peranemidae|g__Peranema|s__Peranema_trichophorum,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Peranemidae|g__Peranema|s__Peranema_trichophorum,LEfSe,PFU,2.33086719,8.40E-11,8.42E-09,***
k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas,PFU - Water,k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas,LEfSe,Water,2.330321351,6.97E-06,6.74E-05,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae|g__Sva0081 sediment group,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae|g__Sva0081 sediment group,LEfSe,PFU,2.32595743,3.34E-09,1.35E-07,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Cercomonadida|f__Paracercomonadidae,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Cercomonadida|f__Paracercomonadidae,LEfSe,PFU,2.32582135,0.001722657,0.006971304,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Cercomonadida|f__Paracercomonadidae|g__Paracercomonas,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Cercomonadida|f__Paracercomonadidae|g__Paracercomonas,LEfSe,PFU,2.32582135,0.001722657,0.006971304,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Kinetoplastea_X|f__Kinetoplastea_XX|g__Kinetoplastea_XX_MET8,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Kinetoplastea_X|f__Kinetoplastea_XX|g__Kinetoplastea_XX_MET8,LEfSe,PFU,2.324459711,3.99E-08,8.83E-07,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Nitzschia palea,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Nitzschia palea,LEfSe,PFU,2.320825776,9.85E-06,8.73E-05,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Nitzschia palea|g__Nitzschia palea_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Nitzschia palea|g__Nitzschia palea_X sp.,LEfSe,PFU,2.320825776,9.85E-06,8.73E-05,***
k__Eukaryota|p__Opisthokonta_X,PFU - Water,k__Eukaryota|p__Opisthokonta_X,LEfSe,PFU,2.312717423,0.000163229,0.000961698,***
k__Eukaryota|p__Opisthokonta_X|p__Eukaryota_Opisthokonta_X,PFU - Water,k__Eukaryota|p__Opisthokonta_X|p__Eukaryota_Opisthokonta_X,LEfSe,PFU,2.312717423,0.000163229,0.000961698,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae,LEfSe,PFU,2.312598442,2.10E-08,5.33E-07,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Chrysophyceae|o__Chrysophyceae_X|f__Chrysophyceae_Clade-F|g__Paraphysomonas|s__Paraphysomonas_foraminifera,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Chrysophyceae|o__Chrysophyceae_X|f__Chrysophyceae_Clade-F|g__Paraphysomonas|s__Paraphysomonas_foraminifera,LEfSe,PFU,2.310885254,1.69E-05,0.000138484,***
k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia,PFU - Water,k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia,LEfSe,PFU,2.309744332,9.90E-07,1.25E-05,***
k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia|o__Methanosarciniales,PFU - Water,k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia|o__Methanosarciniales,LEfSe,PFU,2.309744332,9.90E-07,1.25E-05,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae,LEfSe,PFU,2.305582186,0.000163229,0.000961698,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae,LEfSe,PFU,2.302961668,2.97E-09,1.26E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia,LEfSe,PFU,2.302470599,1.26E-08,3.44E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales,LEfSe,PFU,2.302470599,1.26E-08,3.44E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae,LEfSe,PFU,2.302470599,1.26E-08,3.44E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae|g__Desulfobacca,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae|g__Desulfobacca,LEfSe,PFU,2.302470599,1.26E-08,3.44E-07,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Acantholeberis,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Acantholeberis,LEfSe,Water,2.301651366,0.00021114,0.001219521,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Acantholeberis|s__Acantholeberis_curvirostris,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Acantholeberis|s__Acantholeberis_curvirostris,LEfSe,Water,2.301651366,0.00021114,0.001219521,**
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria,LEfSe,PFU,2.296845457,2.95E-08,6.85E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales,LEfSe,PFU,2.296845457,2.95E-08,6.85E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria,LEfSe,PFU,2.296073759,1.23E-09,6.61E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia alba (marine diatom),PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia alba (marine diatom),LEfSe,PFU,2.295743422,5.66E-06,5.61E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methyloparacoccus,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methyloparacoccus,LEfSe,PFU,2.295348806,1.58E-05,0.000130744,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales,LEfSe,PFU,2.290792061,1.06E-08,3.12E-07,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales|f__Bryobacteraceae,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales|f__Bryobacteraceae,LEfSe,PFU,2.290792061,1.06E-08,3.12E-07,***
